month_number,Department,Monthly Quantity Seized (kg),Log Monthly Quantity Seized (kg),Percent Population in Urban Areas,HDI,GDI,Mean International Wealth Index,Infant Deaths per 1000 Live Births,Mean Years Schooling,Log Gross National Income Per Capita in 1000 USD,Life Expectancy,Population Density_x,Number of Corruption Cases,Percent of Total Corruption Cases for That Year,Number of Homicides that Year,Gini Coefficient,% Poorest Household (IWI under 30),Border_Department,Ocean_department,Current income (millions pesos),Tax income (millions pesos),Transfers from national entities (millions of pesos),Current expensives linked to institutional performance,Operating Expenses,Area km2,Rural population,Urban population,Total population,Distance to Bogota,Population Density_y,Urban to Rural Population Ratio,Percent Urban Population,Percent Rural Population,Historical Attacks on Population By FARC (1993-2008),Historical Attacks on Population by ELN (1993-2008),Historical Attacks on Population by AUC (1993-2008),Historical Antinarcotics Operations (1993-2008),Historical Dismantling Labs (1993-2008),Total acts of terrorism,Total acts against police,Total subversive actions,Total acts of extorsion,Hectares of coca,Hectores of coca erdaicted manually ,Presence of coca cultivation (dummy),Civilians hurt by mines,Civilians killed by mines,Public force members hurt by mines,Public force members killed by mines,Events of Abandoned property,Events of Acts of Terrorism,Events of Threats,Events of Confinement,Events of Sexual Crimes,Events of Forced Disappearances,Events of Displacement,Events of Homicide,Events of Personal Physical Injuries,Events of Personal Pyschological Injuries,Events of Mine Explosions,Events of Loss of Estate,Events of Kiddnapping,Events of Torture
45,Amazonas,3.041,1.3964921860963366,0.372,0.708,0.954,66.7,32.2,8.205,9.005,73.0,12.48075146288882,0.0,0.0,9,0.1,0.0347,1,0,15681.0,10901.0,2093.0,7690.0,7516.0,109665.0,47853.0,28390.0,76243.0,758.0909090909091,0.6952354899010623,0.5932752387520114,0.3723620529097753,0.6276379470902247,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,3.0,112.0,10.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,3.0,197.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
46,Amazonas,92.182,4.534554569991746,0.372,0.708,0.954,66.7,32.2,8.205,9.005,73.0,70.06628357408763,0.0,0.0,9,0.12,0.0278,1,0,15681.0,10901.0,2093.0,7690.0,7516.0,109665.0,47853.0,28390.0,76243.0,758.0909090909091,0.6952354899010623,0.5932752387520114,0.3723620529097753,0.6276379470902247,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,3.0,112.0,10.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,3.0,197.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
47,Amazonas,31.504,3.4813631586854257,0.372,0.708,0.954,66.7,32.2,8.205,9.005,73.0,212.27677195542287,0.0,0.0,9,0.08,0.0089,1,0,15681.0,10901.0,2093.0,7690.0,7516.0,109665.0,47853.0,28390.0,76243.0,758.0909090909091,0.6952354899010623,0.5932752387520114,0.3723620529097753,0.6276379470902247,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,3.0,112.0,10.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,3.0,197.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
48,Amazonas,18.816999999999997,2.9865401551850757,0.371,0.713,0.954,69.5,34.8,8.382,9.017,73.21,0.6590368809272918,0.0,0.0,18,0.13,0.0301,1,0,19337.0,11787.0,3265.0,10947.0,10830.0,109665.0,48481.0,28607.0,77088.0,758.0909090909091,0.7029407741758993,0.5900662115055383,0.3710953715234537,0.6289046284765463,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,4.0,167.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,5.0,109.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
49,Amazonas,0.056999999999999995,0.05543470688810058,0.371,0.713,0.954,69.5,34.8,8.382,9.017,73.21,10.21415002757504,0.0,0.0,18,0.39,0.476,1,0,19337.0,11787.0,3265.0,10947.0,10830.0,109665.0,48481.0,28607.0,77088.0,758.0909090909091,0.7029407741758993,0.5900662115055383,0.3710953715234537,0.6289046284765463,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,4.0,167.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,5.0,109.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
50,Amazonas,0.0,0.0,0.371,0.713,0.954,69.5,34.8,8.382,9.017,73.21,4500.350822313853,0.0,0.0,18,0.08,0.0161,1,0,19337.0,11787.0,3265.0,10947.0,10830.0,109665.0,48481.0,28607.0,77088.0,758.0909090909091,0.7029407741758993,0.5900662115055383,0.3710953715234537,0.6289046284765463,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,4.0,167.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,5.0,109.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
51,Amazonas,0.048,0.04688358589885042,0.371,0.713,0.954,69.5,34.8,8.382,9.017,73.21,133.1794768194768,0.0,0.0,18,0.07,0.0023,1,0,19337.0,11787.0,3265.0,10947.0,10830.0,109665.0,48481.0,28607.0,77088.0,758.0909090909091,0.7029407741758993,0.5900662115055383,0.3710953715234537,0.6289046284765463,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,4.0,167.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,5.0,109.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
52,Amazonas,13.312,2.661098346206418,0.371,0.713,0.954,69.5,34.8,8.382,9.017,73.21,9.040005406135965,0.0,0.0,18,0.14,0.0496,1,0,19337.0,11787.0,3265.0,10947.0,10830.0,109665.0,48481.0,28607.0,77088.0,758.0909090909091,0.7029407741758993,0.5900662115055383,0.3710953715234537,0.6289046284765463,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,4.0,167.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,5.0,109.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
53,Amazonas,0.004,0.003992021269537453,0.371,0.713,0.954,69.5,34.8,8.382,9.017,73.21,10.629667397934105,0.0,0.0,18,0.13,0.0486,1,0,19337.0,11787.0,3265.0,10947.0,10830.0,109665.0,48481.0,28607.0,77088.0,758.0909090909091,0.7029407741758993,0.5900662115055383,0.3710953715234537,0.6289046284765463,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,4.0,167.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,5.0,109.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
54,Amazonas,0.006,0.005982071677547464,0.371,0.713,0.954,69.5,34.8,8.382,9.017,73.21,0.6142365258638456,0.0,0.0,18,0.16,0.1169999999999999,1,0,19337.0,11787.0,3265.0,10947.0,10830.0,109665.0,48481.0,28607.0,77088.0,758.0909090909091,0.7029407741758993,0.5900662115055383,0.3710953715234537,0.6289046284765463,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,4.0,167.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,5.0,109.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
55,Amazonas,5.348,1.8481398026641627,0.371,0.713,0.954,69.5,34.8,8.382,9.017,73.21,40.3516035898928,0.0,0.0,18,0.15,0.0582,1,0,19337.0,11787.0,3265.0,10947.0,10830.0,109665.0,48481.0,28607.0,77088.0,758.0909090909091,0.7029407741758993,0.5900662115055383,0.3710953715234537,0.6289046284765463,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,4.0,167.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,5.0,109.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
56,Amazonas,0.006,0.005982071677547464,0.371,0.713,0.954,69.5,34.8,8.382,9.017,73.21,51.17899060746226,0.0,0.0,18,0.09,0.0143,1,0,19337.0,11787.0,3265.0,10947.0,10830.0,109665.0,48481.0,28607.0,77088.0,758.0909090909091,0.7029407741758993,0.5900662115055383,0.3710953715234537,0.6289046284765463,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,4.0,167.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,5.0,109.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
57,Amazonas,42.985,3.783848666704638,0.371,0.713,0.954,69.5,34.8,8.382,9.017,73.21,12.78849707422236,0.0,0.0,18,0.14,0.0474,1,0,19337.0,11787.0,3265.0,10947.0,10830.0,109665.0,48481.0,28607.0,77088.0,758.0909090909091,0.7029407741758993,0.5900662115055383,0.3710953715234537,0.6289046284765463,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,4.0,167.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,5.0,109.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
58,Amazonas,0.019,0.01882175424058776,0.371,0.713,0.954,69.5,34.8,8.382,9.017,73.21,70.54119503741572,0.0,0.0,18,0.09,0.0212,1,0,19337.0,11787.0,3265.0,10947.0,10830.0,109665.0,48481.0,28607.0,77088.0,758.0909090909091,0.7029407741758993,0.5900662115055383,0.3710953715234537,0.6289046284765463,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,4.0,167.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,5.0,109.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
59,Amazonas,44.04,3.807550983831435,0.371,0.713,0.954,69.5,34.8,8.382,9.017,73.21,213.71188648765343,0.0,0.0,18,0.06,0.0006,1,0,19337.0,11787.0,3265.0,10947.0,10830.0,109665.0,48481.0,28607.0,77088.0,758.0909090909091,0.7029407741758993,0.5900662115055383,0.3710953715234537,0.6289046284765463,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,4.0,167.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,5.0,109.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
60,Amazonas,5.007000000000001,1.7929254558680245,0.37,0.715,0.953,72.3,37.4,8.526,9.009,73.38,0.6792399016508606,0.0,0.0,5,0.12,0.0273,1,0,19640.0,13064.0,2585.0,12324.0,12272.0,109665.0,49136.0,28812.0,77948.0,758.0909090909091,0.7107828386449642,0.5863725170954086,0.3696310360753322,0.6303689639246677,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,4.0,165.0,19.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,1.0,0.0,105.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
61,Amazonas,0.051,0.04974209189481407,0.37,0.715,0.953,72.3,37.4,8.526,9.009,73.38,10.60315484272551,0.0,0.0,5,0.06,0.0023,1,0,19640.0,13064.0,2585.0,12324.0,12272.0,109665.0,49136.0,28812.0,77948.0,758.0909090909091,0.7107828386449642,0.5863725170954086,0.3696310360753322,0.6303689639246677,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,4.0,165.0,19.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,1.0,0.0,105.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
62,Amazonas,282.617,5.647624736443938,0.37,0.715,0.953,72.3,37.4,8.526,9.009,73.38,4533.775534385516,0.0,0.0,5,0.16,0.0382,1,0,19640.0,13064.0,2585.0,12324.0,12272.0,109665.0,49136.0,28812.0,77948.0,758.0909090909091,0.7107828386449642,0.5863725170954086,0.3696310360753322,0.6303689639246677,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,4.0,165.0,19.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,1.0,0.0,105.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
63,Amazonas,39.032,3.689679134284501,0.37,0.715,0.953,72.3,37.4,8.526,9.009,73.38,133.81229733229733,0.0,0.0,5,0.05,0.001,1,0,19640.0,13064.0,2585.0,12324.0,12272.0,109665.0,49136.0,28812.0,77948.0,758.0909090909091,0.7107828386449642,0.5863725170954086,0.3696310360753322,0.6303689639246677,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,4.0,165.0,19.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,1.0,0.0,105.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
64,Amazonas,19.92,3.040705639196722,0.37,0.715,0.953,72.3,37.4,8.526,9.009,73.38,9.256048114610085,0.0,0.0,5,0.05,0.0002,1,0,19640.0,13064.0,2585.0,12324.0,12272.0,109665.0,49136.0,28812.0,77948.0,758.0909090909091,0.7107828386449642,0.5863725170954086,0.3696310360753322,0.6303689639246677,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,4.0,165.0,19.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,1.0,0.0,105.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
65,Amazonas,3.209,1.4372250897884336,0.37,0.715,0.953,72.3,37.4,8.526,9.009,73.38,10.845266143696438,0.0,0.0,5,0.06,0.0009,1,0,19640.0,13064.0,2585.0,12324.0,12272.0,109665.0,49136.0,28812.0,77948.0,758.0909090909091,0.7107828386449642,0.5863725170954086,0.3696310360753322,0.6303689639246677,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,4.0,165.0,19.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,1.0,0.0,105.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
66,Amazonas,0.001,0.0009995003330835331,0.37,0.715,0.953,72.3,37.4,8.526,9.009,73.38,0.6445756546753896,0.0,0.0,5,0.14,0.0616,1,0,19640.0,13064.0,2585.0,12324.0,12272.0,109665.0,49136.0,28812.0,77948.0,758.0909090909091,0.7107828386449642,0.5863725170954086,0.3696310360753322,0.6303689639246677,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,4.0,165.0,19.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,1.0,0.0,105.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
67,Amazonas,84.07799999999999,4.443568482768477,0.37,0.715,0.953,72.3,37.4,8.526,9.009,73.38,41.52581634251696,0.0,0.0,5,0.08,0.0066,1,0,19640.0,13064.0,2585.0,12324.0,12272.0,109665.0,49136.0,28812.0,77948.0,758.0909090909091,0.7107828386449642,0.5863725170954086,0.3696310360753322,0.6303689639246677,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,4.0,165.0,19.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,1.0,0.0,105.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
68,Amazonas,19.37,3.0140632302387145,0.37,0.715,0.953,72.3,37.4,8.526,9.009,73.38,11.885592583898385,0.0,0.0,5,0.24,0.336,1,0,19640.0,13064.0,2585.0,12324.0,12272.0,109665.0,49136.0,28812.0,77948.0,758.0909090909091,0.7107828386449642,0.5863725170954086,0.3696310360753322,0.6303689639246677,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,4.0,165.0,19.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,1.0,0.0,105.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
69,Amazonas,0.001,0.0009995003330835331,0.37,0.715,0.953,72.3,37.4,8.526,9.009,73.38,13.096242685555897,0.0,0.0,5,0.24,0.241,1,0,19640.0,13064.0,2585.0,12324.0,12272.0,109665.0,49136.0,28812.0,77948.0,758.0909090909091,0.7107828386449642,0.5863725170954086,0.3696310360753322,0.6303689639246677,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,4.0,165.0,19.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,1.0,0.0,105.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
70,Amazonas,7.91,2.187174241482718,0.37,0.715,0.953,72.3,37.4,8.526,9.009,73.38,71.01610650074379,0.0,0.0,5,0.16,0.0558,1,0,19640.0,13064.0,2585.0,12324.0,12272.0,109665.0,49136.0,28812.0,77948.0,758.0909090909091,0.7107828386449642,0.5863725170954086,0.3696310360753322,0.6303689639246677,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,4.0,165.0,19.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,1.0,0.0,105.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
71,Amazonas,0.0,0.0,0.37,0.715,0.953,72.3,37.4,8.526,9.009,73.38,215.147001019884,0.0,0.0,5,0.05,0.0,1,0,19640.0,13064.0,2585.0,12324.0,12272.0,109665.0,49136.0,28812.0,77948.0,758.0909090909091,0.7107828386449642,0.5863725170954086,0.3696310360753322,0.6303689639246677,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,4.0,165.0,19.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,1.0,0.0,105.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
72,Amazonas,28.108,3.37101305048484,0.369,0.716,0.953,75.0,40.0,8.671,9.007,73.47,0.6994429223744292,0.0,0.0,8,0.07,0.0067,1,0,21578.0,15481.0,2734.0,11473.0,11473.0,109665.0,39542.0,37047.0,76589.0,758.0909090909091,0.6983905530479186,0.9369025340144655,0.4837117601744375,0.5162882398255624,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,2.0,121.0,71.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,1.0,0.0,98.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
73,Amazonas,0.0162,0.016070180177494467,0.369,0.716,0.953,75.0,40.0,8.671,9.007,73.47,10.99215965787598,0.0,0.0,8,0.05,0.002,1,0,21578.0,15481.0,2734.0,11473.0,11473.0,109665.0,39542.0,37047.0,76589.0,758.0909090909091,0.6983905530479186,0.9369025340144655,0.4837117601744375,0.5162882398255624,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,2.0,121.0,71.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,1.0,0.0,98.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
74,Amazonas,484.8176,6.185833244812604,0.369,0.716,0.953,75.0,40.0,8.671,9.007,73.47,4567.200246457178,0.0,0.0,8,0.06,0.0033,1,0,21578.0,15481.0,2734.0,11473.0,11473.0,109665.0,39542.0,37047.0,76589.0,758.0909090909091,0.6983905530479186,0.9369025340144655,0.4837117601744375,0.5162882398255624,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,2.0,121.0,71.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,1.0,0.0,98.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
75,Amazonas,41.644,3.7528865840882286,0.369,0.716,0.953,75.0,40.0,8.671,9.007,73.47,134.44511784511784,0.0,0.0,8,0.09,0.0076,1,0,21578.0,15481.0,2734.0,11473.0,11473.0,109665.0,39542.0,37047.0,76589.0,758.0909090909091,0.6983905530479186,0.9369025340144655,0.4837117601744375,0.5162882398255624,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,2.0,121.0,71.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,1.0,0.0,98.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
76,Amazonas,31.7488,3.488866320188581,0.369,0.716,0.953,75.0,40.0,8.671,9.007,73.47,9.4720908230842,0.0,0.0,8,0.06,0.0017,1,0,21578.0,15481.0,2734.0,11473.0,11473.0,109665.0,39542.0,37047.0,76589.0,758.0909090909091,0.6983905530479186,0.9369025340144655,0.4837117601744375,0.5162882398255624,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,2.0,121.0,71.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,1.0,0.0,98.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
77,Amazonas,66.32900000000001,4.2095910502264875,0.369,0.716,0.953,75.0,40.0,8.671,9.007,73.47,11.060864889458772,0.0,0.0,8,0.08,0.0118999999999999,1,0,21578.0,15481.0,2734.0,11473.0,11473.0,109665.0,39542.0,37047.0,76589.0,758.0909090909091,0.6983905530479186,0.9369025340144655,0.4837117601744375,0.5162882398255624,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,2.0,121.0,71.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,1.0,0.0,98.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
78,Amazonas,30.715,3.4567897550858606,0.369,0.716,0.953,75.0,40.0,8.671,9.007,73.47,0.6749147834869335,0.0,0.0,8,0.11,0.032,1,0,21578.0,15481.0,2734.0,11473.0,11473.0,109665.0,39542.0,37047.0,76589.0,758.0909090909091,0.6983905530479186,0.9369025340144655,0.4837117601744375,0.5162882398255624,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,2.0,121.0,71.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,1.0,0.0,98.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
79,Amazonas,72.065,4.291349455926616,0.369,0.716,0.953,75.0,40.0,8.671,9.007,73.47,42.70002909514111,0.0,0.0,8,0.21,0.177,1,0,21578.0,15481.0,2734.0,11473.0,11473.0,109665.0,39542.0,37047.0,76589.0,758.0909090909091,0.6983905530479186,0.9369025340144655,0.4837117601744375,0.5162882398255624,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,2.0,121.0,71.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,1.0,0.0,98.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
80,Amazonas,17.854,2.9367250929739583,0.369,0.716,0.953,75.0,40.0,8.671,9.007,73.47,12.156652285243256,0.0,0.0,8,0.14,0.0416,1,0,21578.0,15481.0,2734.0,11473.0,11473.0,109665.0,39542.0,37047.0,76589.0,758.0909090909091,0.6983905530479186,0.9369025340144655,0.4837117601744375,0.5162882398255624,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,2.0,121.0,71.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,1.0,0.0,98.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
81,Amazonas,6.0187,1.948578015703641,0.369,0.716,0.953,75.0,40.0,8.671,9.007,73.47,13.403988296889436,0.0,0.0,8,0.08,0.0102,1,0,21578.0,15481.0,2734.0,11473.0,11473.0,109665.0,39542.0,37047.0,76589.0,758.0909090909091,0.6983905530479186,0.9369025340144655,0.4837117601744375,0.5162882398255624,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,2.0,121.0,71.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,1.0,0.0,98.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
0,Antioquia,1182.3,7.076062424390513,0.763,0.746,0.995,81.6,14.0,7.61,9.52,76.24,0.5782247980330172,3.0,0.0576923076923076,3083,0.13,0.17,0,1,2602689.0,1984000.0,116550.0,1000689.0,932934.0,63612.0,1387743.0,4834074.0,6221817.0,287.592,97.80885681946802,3.483407230301288,0.7769553492171177,0.2230446507828822,1050.0,731.0,418.0,1094.0,630.0,94.0,2.0,21.0,361.0,2725.0,2406.48,1.0,39.0,10.0,45.0,9.0,105.0,1238.0,15146.0,0.0,113.0,178.0,49110.0,3022.0,126.0,3.0,149.0,441.0,127.0,26.0
1,Antioquia,1091.702,6.996408806903569,0.763,0.746,0.995,81.6,14.0,7.61,9.52,76.24,8.658130766973164,3.0,0.0576923076923076,3083,0.1,0.0126,0,1,2602689.0,1984000.0,116550.0,1000689.0,932934.0,63612.0,1387743.0,4834074.0,6221817.0,287.592,97.80885681946802,3.483407230301288,0.7769553492171177,0.2230446507828822,1050.0,731.0,418.0,1094.0,630.0,94.0,2.0,21.0,361.0,2725.0,2406.48,1.0,39.0,10.0,45.0,9.0,105.0,1238.0,15146.0,0.0,113.0,178.0,49110.0,3022.0,126.0,3.0,149.0,441.0,127.0,26.0
2,Antioquia,2967.359,7.995764553845894,0.763,0.746,0.995,81.6,14.0,7.61,9.52,76.24,4366.651974027205,3.0,0.0576923076923076,3083,0.06,0.0003,0,1,2602689.0,1984000.0,116550.0,1000689.0,932934.0,63612.0,1387743.0,4834074.0,6221817.0,287.592,97.80885681946802,3.483407230301288,0.7769553492171177,0.2230446507828822,1050.0,731.0,418.0,1094.0,630.0,94.0,2.0,21.0,361.0,2725.0,2406.48,1.0,39.0,10.0,45.0,9.0,105.0,1238.0,15146.0,0.0,113.0,178.0,49110.0,3022.0,126.0,3.0,149.0,441.0,127.0,26.0
3,Antioquia,546.806,6.3059212096715145,0.763,0.746,0.995,81.6,14.0,7.61,9.52,76.24,130.64819476819477,3.0,0.0576923076923076,3083,0.08,0.0026,0,1,2602689.0,1984000.0,116550.0,1000689.0,932934.0,63612.0,1387743.0,4834074.0,6221817.0,287.592,97.80885681946802,3.483407230301288,0.7769553492171177,0.2230446507828822,1050.0,731.0,418.0,1094.0,630.0,94.0,2.0,21.0,361.0,2725.0,2406.48,1.0,39.0,10.0,45.0,9.0,105.0,1238.0,15146.0,0.0,113.0,178.0,49110.0,3022.0,126.0,3.0,149.0,441.0,127.0,26.0
4,Antioquia,2595.2219999999998,7.861812590346417,0.763,0.746,0.995,81.6,14.0,7.61,9.52,76.24,8.175834572239491,3.0,0.0576923076923076,3083,0.1,0.023,0,1,2602689.0,1984000.0,116550.0,1000689.0,932934.0,63612.0,1387743.0,4834074.0,6221817.0,287.592,97.80885681946802,3.483407230301288,0.7769553492171177,0.2230446507828822,1050.0,731.0,418.0,1094.0,630.0,94.0,2.0,21.0,361.0,2725.0,2406.48,1.0,39.0,10.0,45.0,9.0,105.0,1238.0,15146.0,0.0,113.0,178.0,49110.0,3022.0,126.0,3.0,149.0,441.0,127.0,26.0
5,Antioquia,756.692,6.630276970613145,0.763,0.746,0.995,81.6,14.0,7.61,9.52,76.24,9.767272414884763,3.0,0.0576923076923076,3083,0.21,0.157,0,1,2602689.0,1984000.0,116550.0,1000689.0,932934.0,63612.0,1387743.0,4834074.0,6221817.0,287.592,97.80885681946802,3.483407230301288,0.7769553492171177,0.2230446507828822,1050.0,731.0,418.0,1094.0,630.0,94.0,2.0,21.0,361.0,2725.0,2406.48,1.0,39.0,10.0,45.0,9.0,105.0,1238.0,15146.0,0.0,113.0,178.0,49110.0,3022.0,126.0,3.0,149.0,441.0,127.0,26.0
6,Antioquia,1988.946,7.595862781671967,0.763,0.746,0.995,81.6,14.0,7.61,9.52,76.24,0.49288001061767,3.0,0.0576923076923076,3083,0.24,0.2269999999999999,0,1,2602689.0,1984000.0,116550.0,1000689.0,932934.0,63612.0,1387743.0,4834074.0,6221817.0,287.592,97.80885681946802,3.483407230301288,0.7769553492171177,0.2230446507828822,1050.0,731.0,418.0,1094.0,630.0,94.0,2.0,21.0,361.0,2725.0,2406.48,1.0,39.0,10.0,45.0,9.0,105.0,1238.0,15146.0,0.0,113.0,178.0,49110.0,3022.0,126.0,3.0,149.0,441.0,127.0,26.0
